Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Rangamati Chandpara,964,343,47,14,268,14,36,26,19,2,2,1,2,0,14,0,0,0,144,9,12,3,6,149,237,341,2,0,8.89,50.14,24.87,274,43,26,23,263,1,0,0,14,42,1585,28,0,807,778,0,154,409,353,253,206,108,59,23,20,789,583,58,144,10,680,200,324,264,85,17,15,0,1,4,1,1,0,3,7,2,1566
Pratappur Chandpara,834,146,19,8,95,24,30,5,8,0,1,0,0,0,8,0,0,0,54,2,2,0,37,56,57,145,1,0,20.81,52.15,132.00,127,14,5,44,57,0,0,0,8,37,598,167,0,326,272,0,52,121,123,108,87,58,30,10,9,255,309,32,1,1,261,1,113,169,30,23,0,1,0,0,0,0,0,4,1,0,593
Jadupur,978,487,58,8,312,109,160,24,24,7,2,3,3,0,8,0,0,0,143,12,18,0,145,202,42,484,0,3,185.73,182.83,11.23,412,51,24,327,45,0,1,0,8,106,2244,747,0,1134,1109,1,197,471,509,328,310,234,113,57,25,1024,1098,90,11,1,927,62,496,510,156,76,16,1,3,0,1,0,0,0,7,0,2233
Char Halalpur,929,241,38,0,158,45,99,12,30,0,0,0,0,0,0,0,0,0,32,3,8,2,119,95,116,241,0,0,143.54,112.45,31.27,176,53,12,56,152,1,7,0,0,25,1026,532,0,532,494,0,101,221,192,186,128,100,60,26,12,452,505,54,2,4,445,122,286,79,72,14,8,0,3,0,1,0,0,0,3,2,1017
Char Panchananpur,1054,31,3,5,23,0,3,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,20,21,29,0,2,0.00,99.00,99.00,29,2,0,4,22,0,0,0,5,0,115,0,0,56,59,0,21,20,33,10,16,6,4,5,0,52,57,3,2,0,61,12,21,18,2,1,0,0,2,1,0,1,0,0,0,2,109
Gobindapur,945,671,194,23,397,57,182,171,26,4,2,1,2,0,23,0,0,0,175,25,20,0,27,216,349,670,0,1,46.25,158.18,5.73,367,133,171,93,389,3,0,0,23,163,3032,138,0,1559,1473,0,313,754,745,376,370,251,106,88,29,1539,1387,73,13,6,1067,446,508,599,318,56,36,2,1,0,3,3,2,0,1,1,3021
Samaskar,958,303,21,11,264,7,39,7,6,0,1,0,1,0,11,0,0,0,116,9,12,1,125,157,242,301,2,0,23.48,57.56,0.47,286,10,7,21,259,0,0,0,11,12,1316,98,487,672,644,0,142,298,344,197,156,81,60,34,4,644,606,46,10,2,616,240,209,159,71,17,2,2,1,4,0,5,0,0,1,1,1304
Chak Dangapara,1100,74,3,3,68,0,2,0,0,0,0,0,0,0,3,0,0,0,44,1,1,0,68,29,47,74,0,0,0.40,0.10,0.30,73,1,0,21,49,0,0,0,3,1,315,315,0,150,165,0,40,65,68,37,46,31,20,4,4,157,145,12,0,1,125,47,45,89,9,0,0,0,3,1,0,0,0,1,6,1,303
Dabkai,929,463,46,6,278,133,117,4,24,0,0,0,1,0,6,0,0,0,123,12,18,1,6,175,92,462,0,1,22.06,27.70,194.58,443,16,4,268,145,1,1,0,6,42,2786,15,0,1444,1342,0,311,740,628,368,311,230,120,59,19,1426,1189,83,4,6,1082,334,519,580,166,60,44,1,0,0,0,12,5,5,2,4,2758
Chak Chandpara,980,67,9,0,48,10,17,5,5,0,0,0,0,0,0,0,0,0,5,4,5,0,0,25,44,67,0,0,21.50,17.60,3.90,54,8,5,4,55,0,1,0,0,7,291,0,0,147,144,0,25,66,67,50,35,32,7,9,0,137,141,11,1,0,110,39,98,29,9,5,1,0,1,0,0,0,0,1,0,0,289
Pakamati Mahula,895,236,9,0,227,0,19,4,3,1,3,0,0,0,0,0,0,0,142,9,9,0,212,170,199,235,1,0,0.00,29.01,4.51,226,6,4,8,207,0,0,0,0,21,1027,847,104,542,485,0,123,256,217,141,143,70,42,30,5,504,477,36,0,5,736,119,79,55,25,13,0,0,1,0,0,0,0,1,4,0,1021
Arazi Madhupur,962,819,114,24,612,69,187,33,26,5,1,0,10,1,23,0,0,0,297,27,43,0,474,330,511,708,1,109,80.84,151.52,108.08,706,79,33,65,599,4,1,9,23,118,3541,1194,1138,1805,1736,0,348,749,793,529,510,331,162,73,46,1596,1687,189,17,13,1602,407,499,620,257,92,57,7,8,2,1,14,5,1,7,3,3500
Chhiruti,972,337,73,35,208,21,35,11,12,0,0,0,1,0,35,0,0,0,99,1,4,1,133,57,185,335,2,0,27.51,37.69,2.00,302,24,11,33,238,7,1,2,36,20,1355,709,0,687,668,0,96,310,264,225,214,117,79,35,15,577,677,79,8,4,424,205,245,356,77,31,17,0,2,5,0,4,1,2,1,1,1339
Charmahula,916,1052,57,6,989,0,184,14,29,4,1,2,0,0,6,0,0,0,430,30,40,1,977,447,690,1049,1,2,120.25,105.62,1.33,1012,26,14,197,784,5,0,6,6,54,4818,4708,26,2514,2304,0,588,1150,959,745,623,343,248,118,44,2218,2354,204,16,7,2108,584,1604,336,106,57,19,4,9,2,2,6,2,1,17,8,4771
Kodla,953,843,156,26,402,259,409,55,82,28,15,10,0,0,26,0,0,0,74,32,21,5,174,213,215,836,2,5,245.93,474.83,110.48,689,99,55,380,297,3,3,28,26,106,3266,748,0,1672,1594,0,238,537,670,524,538,350,222,126,61,1323,1786,133,5,0,995,380,487,800,336,150,115,3,14,7,3,20,0,6,42,2,3172
Majhira,907,916,131,20,570,195,351,52,51,19,10,1,4,0,20,0,0,0,205,29,32,1,0,347,365,900,3,13,93.62,427.26,6.63,598,266,52,202,500,16,0,4,21,173,4227,0,0,2216,2010,1,383,961,982,624,542,337,228,125,45,2060,1970,137,24,14,1758,206,752,901,435,131,44,0,9,17,5,14,1,4,26,3,4148
Total,939,7029,978,189,4919,943,1870,423,345,70,41,18,24,1,188,0,0,0,2088,205,245,15,2503,2688,3412,6877,15,136,1040.81,1983.64,736.38,5774,831,423,1746,4061,41,15,49,190,927,31542,10246,1755,16263,15277,2,3132,7128,6947,4701,4235,2679,1560,822,338,14753,14971,1240,258,74,12997,3404,6285,5564,2154,743,374,21,58,43,17,80,16,29,125,30,31144
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Sahajadpur,882,1728,245,89,1136,258,610,48,103,19,24,3,6,3,88,0,0,0,428,85,63,30,36,678,730,1706,4,15,26528.74,53633.11,6.04,1500,180,48,365,997,16,0,23,88,239,7653,207,0,4066,3587,0,939,1820,1694,1069,868,592,345,258,68,3905,3428,225,26,23,3558,1056,1494,943,413,141,44,4,68,25,12,83,5,13,151,31,7265
Nischintapur,955,1211,186,72,842,111,307,22,126,6,15,0,3,0,72,0,0,0,339,46,45,3,18,514,666,1179,14,18,54060.14,3515.64,3406.91,976,213,22,201,833,2,13,8,73,81,5390,100,0,2757,2633,0,671,1285,1281,647,500,492,291,153,70,2743,2382,187,21,31,2502,677,1456,459,183,62,40,11,13,7,20,37,2,8,36,25,5242
Sungai,1026,352,39,7,287,19,96,15,23,8,6,1,0,0,7,0,0,0,91,7,12,0,161,177,197,352,0,0,14.12,115.07,1.00,330,7,15,66,262,1,0,1,7,15,1850,980,0,913,937,0,221,437,413,287,202,153,77,38,22,869,880,83,3,2,1157,154,249,192,58,18,21,1,4,5,2,9,0,2,4,0,1824
Jagannathpur,926,889,114,50,630,95,258,26,53,0,1,0,0,0,50,0,0,0,221,29,26,16,182,276,471,856,2,31,72.30,191.21,5.90,824,39,26,114,590,2,0,4,50,129,3552,851,8,1844,1708,0,339,730,764,538,483,349,196,120,33,1599,1780,137,10,8,1380,101,558,1087,252,93,81,0,12,13,3,48,2,9,18,26,3421
Basudebkhali,960,897,267,24,568,38,340,146,73,14,115,12,2,0,24,0,0,0,165,12,24,0,402,172,427,883,0,14,76130.67,894368.69,2.33,557,194,146,184,546,5,2,15,24,121,3699,2413,262,1887,1812,0,285,646,842,606,567,395,205,115,38,1566,1905,191,7,7,1100,336,853,935,292,110,69,4,13,5,6,13,5,3,13,5,3636
Bahurul,980,672,72,8,555,37,146,20,11,10,21,3,4,0,8,0,0,0,319,27,33,0,318,377,479,669,0,3,501006.17,385.43,283.89,618,34,20,60,583,0,0,0,8,21,3017,1244,264,1524,1493,0,312,614,608,447,397,323,181,100,35,1331,1496,154,5,13,1757,235,395,337,189,62,40,2,3,3,0,20,0,1,0,7,2983
Kandibandha,1002,237,8,0,214,15,5,0,4,0,0,0,0,0,0,0,0,0,174,21,16,5,0,106,95,237,0,0,1.72,2.29,0.50,235,2,0,111,102,1,16,0,0,7,989,0,0,494,495,0,130,206,226,147,103,84,54,33,6,477,473,27,7,0,534,126,157,106,53,9,4,0,1,2,5,7,0,3,7,13,951
Total,939,5986,931,250,4232,573,1762,277,393,57,182,19,15,3,249,0,0,0,1737,227,219,54,1117,2300,3065,5882,20,81,657813.86,952211.44,3706.57,5040,669,277,1101,3913,27,31,51,250,613,26150,5795,534,13485,12665,0,2897,5738,5828,3741,3120,2388,1349,817,272,12490,12344,1004,79,84,11988,2685,5162,4059,1440,495,299,22,114,60,48,217,14,39,229,107,25322
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Char Sujapur,927,135,7,2,126,0,48,1,1,1,0,0,0,0,2,0,0,0,35,6,1,0,124,55,83,135,0,0,0.00,35.20,0.00,125,9,1,18,113,0,0,0,2,2,553,549,0,287,266,0,84,114,119,83,62,35,36,17,3,246,274,27,1,0,372,59,95,10,11,1,4,1,2,0,1,1,0,0,1,0,548
Chak Katalia,961,211,12,1,196,2,65,0,2,0,0,0,4,0,1,0,0,0,51,5,9,0,174,123,136,211,0,0,1.47,4.14,12.07,206,5,0,13,194,0,1,1,1,1,914,803,0,466,448,0,119,198,197,140,114,69,50,25,2,409,457,43,3,1,511,88,161,129,16,7,2,0,7,2,2,1,0,1,7,1,893
Bhagabanbati,974,644,178,2,389,75,247,93,127,1,2,1,1,0,2,0,0,0,113,20,30,1,185,166,249,636,7,1,24.53,113.60,3.09,437,114,93,73,380,6,2,43,2,138,2894,845,0,1466,1428,0,235,546,622,493,399,267,179,96,57,1353,1351,164,14,10,898,474,398,625,299,99,97,4,2,2,0,10,5,0,6,6,2863
Chhota Satui,901,1051,153,29,669,200,287,53,89,1,1,0,4,0,29,0,0,0,97,73,57,2,143,301,510,1039,1,11,112.82,1815.85,34.37,794,204,53,175,618,14,1,55,29,159,4246,704,0,2234,2012,0,350,821,883,690,631,378,257,184,52,1758,2287,186,10,2,1340,577,689,1068,322,152,87,11,4,2,8,4,3,1,18,11,4195
Katalia,916,969,152,24,575,218,302,58,86,7,4,0,10,0,24,0,0,0,115,24,38,1,105,230,451,949,16,4,509.57,201.92,443.95,661,249,58,120,558,0,54,70,26,141,4429,527,1,2312,2117,0,445,938,926,714,590,379,255,144,38,1991,2160,209,17,12,1490,998,778,744,234,113,69,3,4,1,0,6,3,4,2,6,4403
Basabari,961,530,27,22,434,47,86,5,14,2,2,2,1,0,22,0,0,0,164,11,13,0,0,298,387,528,0,2,1.65,82.11,3.97,497,28,5,72,426,0,0,6,22,4,2441,0,0,1245,1196,0,366,668,557,307,260,126,92,51,14,1257,1057,57,5,2,1315,307,545,215,39,12,8,0,7,1,4,16,2,3,1,6,2401
Gangadharpur,993,197,9,5,143,40,36,2,3,0,0,0,3,0,5,0,0,0,37,14,13,0,0,66,130,160,0,37,0.00,0.00,31.17,189,6,2,2,160,0,0,0,5,30,877,0,0,440,437,0,93,179,168,119,119,81,70,32,16,394,413,40,1,2,337,59,165,233,43,23,17,0,3,1,0,3,1,0,0,4,865
Bara Satui,955,1179,172,12,904,91,301,99,91,8,5,0,0,0,12,0,0,0,50,50,59,2,62,668,706,1162,1,16,7.26,300.22,0.33,695,385,99,136,846,32,0,84,12,69,5256,265,0,2689,2567,0,598,1257,1161,765,624,388,250,154,59,2547,2499,181,14,2,3015,837,661,456,180,50,57,0,8,3,6,17,9,0,11,8,5194
Sona Diar,972,111,3,0,103,5,10,1,1,0,0,0,0,0,0,0,0,0,32,2,6,0,56,66,98,111,0,0,0.00,6.27,2.19,109,1,1,7,100,0,0,1,0,3,493,245,0,250,243,0,62,95,125,83,50,44,20,12,2,204,254,20,1,0,209,48,77,135,10,7,7,0,0,0,0,4,2,0,0,0,487
Total,941,5027,713,97,3539,678,1382,312,414,20,14,3,23,0,97,0,0,0,694,205,226,6,849,1973,2750,4931,25,71,657.30,2559.31,531.14,3713,1001,312,616,3395,52,58,260,99,547,22103,3938,1,11389,10714,0,2352,4816,4758,3394,2849,1767,1209,715,243,10159,10752,927,66,31,9487,3447,3569,3615,1154,464,348,19,37,12,21,62,25,9,46,42,21849
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Math Binkar,991,128,26,3,63,36,22,8,12,0,0,0,3,0,3,0,0,0,12,10,10,0,15,21,42,123,1,4,0.00,10.78,0.32,76,44,8,6,46,0,0,0,3,73,458,51,0,230,228,0,34,96,87,75,72,35,33,22,4,184,221,23,28,2,102,90,139,61,45,12,9,0,2,0,2,1,0,4,2,1,446
Kaya,939,774,93,5,514,162,104,23,52,5,1,2,6,0,5,0,0,0,225,31,37,1,108,231,314,758,1,15,73.45,117.06,12.55,702,49,23,365,355,0,0,6,5,43,3191,437,0,1646,1545,0,281,703,668,532,409,280,192,88,38,1397,1663,103,6,2,1038,451,929,511,162,57,43,0,2,4,4,12,6,0,8,0,3155
Chumarigacha,927,980,133,1,690,156,383,56,98,3,5,1,1,0,1,0,0,0,92,23,27,1,290,277,515,975,0,5,10.98,364.58,7.42,767,157,56,186,679,23,0,46,1,45,4723,1436,0,2451,2272,0,493,1034,1057,675,599,420,247,155,43,2237,2294,172,12,5,1597,421,1075,1061,372,139,57,1,6,5,11,17,11,3,9,2,4659
Tarakpur,943,1742,268,26,1165,283,342,70,143,12,1,6,4,5,20,0,0,1,139,40,54,5,69,568,969,1728,3,6,241.89,219.44,10.06,1273,399,70,184,1141,14,0,153,20,230,7692,246,76,3959,3732,1,817,1667,1754,1305,960,627,341,148,73,3450,3775,239,27,11,2796,796,1914,1506,406,162,101,11,16,12,18,30,7,8,11,17,7573
Bairgachhi,934,2193,430,26,1562,175,173,195,245,2,1,0,6,0,24,2,0,0,514,57,78,8,469,617,1339,2020,9,164,8.27,165.92,11.30,1475,523,195,251,1481,53,0,50,25,333,9344,2249,28,4831,4513,0,760,1686,1946,1713,1314,962,555,281,127,3928,4810,456,50,16,3636,493,2155,1824,695,323,211,7,44,11,8,43,9,23,17,18,9171
Mankara,874,421,53,2,301,65,46,8,27,0,3,0,1,0,2,0,0,0,104,12,15,0,179,103,191,333,0,88,248.09,160.61,2.31,349,64,8,25,228,3,1,2,2,160,1906,713,194,1017,889,0,215,444,383,326,207,157,100,43,31,879,912,59,23,20,549,407,511,295,100,27,17,0,1,0,3,5,1,6,11,3,1876
Chaltia (CT),955,6121,2970,37,2620,494,650,1801,1773,15,41,6,15,0,31,1,4,1,490,125,218,8,1201,733,2242,5625,263,233,888.62,202906.61,776.40,2701,1619,1801,166,2576,153,0,403,31,2792,25082,6640,142,12829,12252,1,1602,3808,4875,4531,4075,3054,2009,802,326,9767,13348,1279,91,44,4505,2648,4213,5672,2985,2024,2724,311,27,10,17,72,14,33,22,36,24851
Total,943,12359,3973,100,6915,1371,1720,2161,2350,37,52,15,36,5,86,3,4,2,1576,298,439,23,2331,2550,5612,11562,277,515,1471.30,203945.00,820.36,7343,2855,2161,1183,6506,246,1,660,87,3676,52396,11772,440,26963,25431,2,4202,9438,10770,9157,7636,5535,3477,1539,642,21842,27023,2331,237,100,14223,5306,10936,10930,4765,2744,3162,330,98,42,63,180,48,77,80,77,51731
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Chhayghari,953,3158,443,75,2070,570,889,113,259,23,23,3,6,0,75,0,0,0,741,149,171,4,26,1111,1597,3145,8,5,1483.54,1109.45,296.29,2478,565,113,816,1871,22,0,79,77,293,12832,113,0,6569,6262,1,1297,2601,2998,1846,1896,1045,645,359,145,5873,6210,545,55,78,5089,1352,2770,2433,641,281,255,11,15,10,17,47,18,10,15,16,12684
Goraipur,961,190,27,0,106,57,175,6,19,2,0,2,1,0,0,0,0,0,62,6,16,0,49,72,15,174,0,16,69.05,35.99,11.72,179,5,6,51,97,1,0,0,0,41,706,170,61,360,346,0,42,128,150,107,123,82,44,23,7,292,353,47,8,2,258,21,127,210,38,23,29,0,0,1,2,0,0,1,7,0,695
Sundalpur,842,347,75,0,201,71,199,16,49,0,3,0,0,0,0,0,0,0,43,19,17,0,15,170,102,344,1,2,197.95,197.95,0.66,225,106,16,180,128,2,0,8,0,29,1426,0,64,774,652,0,134,276,283,243,204,133,85,44,24,670,682,52,3,2,743,41,355,151,85,38,13,0,3,1,2,4,0,5,2,1,1408
Sadipur,910,129,6,0,111,12,18,1,6,0,2,0,0,0,0,0,0,0,49,8,8,0,33,43,105,129,0,0,2.33,27.17,0.00,125,3,1,13,108,0,0,0,0,8,512,5,135,268,244,0,29,88,87,95,71,63,48,23,8,204,280,23,1,3,183,37,78,147,30,17,20,0,1,0,2,0,0,1,2,0,506
Ganti Baisnab Charan,916,46,3,2,40,1,4,1,1,0,0,0,0,0,2,0,0,0,10,0,0,0,0,17,37,36,0,10,3.32,0.00,0.00,45,0,1,3,39,0,0,0,2,2,205,0,0,107,98,0,13,52,51,30,26,20,6,5,2,105,87,11,1,1,87,6,59,39,11,1,2,0,0,0,0,4,0,0,0,2,199
Hajidanga,980,537,30,18,458,31,85,4,10,1,1,0,0,0,18,0,0,0,202,16,20,0,48,325,384,534,3,0,0.87,56.59,3.10,514,19,4,36,452,3,1,4,19,22,2277,5,197,1150,1127,0,245,516,452,373,320,170,121,61,19,1026,1150,61,10,9,1487,158,263,302,49,9,9,0,7,3,6,4,4,3,5,3,2242
Baradaha,884,362,58,1,237,66,135,8,43,2,1,2,1,0,1,0,0,0,80,17,13,1,24,164,209,357,0,5,183.29,52.21,8.31,320,34,8,95,254,0,0,1,1,11,1522,113,0,808,714,0,141,268,298,260,233,143,90,65,24,635,824,42,5,10,645,44,261,423,73,35,35,6,4,0,3,2,2,4,0,2,1505
Hogaldanga,914,859,52,3,707,97,184,4,31,3,6,2,0,0,3,0,0,0,435,72,78,4,3,365,622,857,2,0,105.19,556.30,0.33,851,4,4,189,644,0,0,0,3,23,3195,5,5,1669,1525,1,328,622,743,461,488,259,133,109,52,1480,1545,117,4,29,1193,451,563,736,140,57,55,0,5,2,4,17,1,3,7,1,3155
Kaladanga,947,2100,271,71,1481,277,510,32,172,15,19,6,13,0,71,0,0,0,415,95,119,4,14,837,1171,2083,11,6,930.01,949.02,307.92,1705,363,32,392,1374,21,0,96,71,146,8446,55,0,4337,4109,0,929,1683,1928,1364,1018,707,457,270,90,3899,4097,309,24,50,3500,1025,1801,1527,356,124,108,5,21,8,11,25,18,2,11,23,8327
